,Sentence,Label
2242,Arkadaş şu 2 hafta kabus gibi çöktü futbolsuz ve herşeyden önemlisi Beşiktaş'sız olmuyor be.!,korku
2243,Pakistan’da patlama: 6 Ölü,korku
2244,Sığ yüzümü kapattığım saçlarımı kestirdiğimden beri çok pişmanım.,üzgün
2245,Tespihimi kaybettim bulamıyorum 2 saattir delireceğim,kızgın
2246,Annemle babamla defter kapladığımız günleri özledim.,üzgün
2247,"Yeni diziye başlamak kadar keyifli bir iş yok. Aç, izle, dünyalarına gir, çık. Eğlenceli, akarı yok kokarı yok, tertemiz aktivite. Mis mis",mutlu
2248,Bugün Justice League de Batman ve Flashın sahnesinde blackpink çaldı ben şok ,surpriz
2249,Az önce bi dolmuş şoförü yayaya yol verdi hayret ettim. Hayır normalde 50 cm bile bulsalar burunlarını sokuyorlar ya.,surpriz
2250,"Hayatta çok üzüldüm ağladım, çok yıprandım ama yaptığım hiçbir şeyden bir deneyim diye aldığım farklı rimel kadar pişman olmadım.",üzgün
2251,Geleneksel kar tweetlerinizi nerede kaldı endişelendim,korku
2252,İnsanlardan insanlara laf anlatmaktan gerçekten sıkıldım .,üzgün
2253,"Kabus gibisin , rüyalarıma girmeye başladın.",korku
2254,Okulun ilk haftası okula giden nadir insanlardan olacağım için hüzünlüyüm,üzgün
2255,Ben kafamı nasıl şeyler ile meşgul ettim bunca zaman hayret ediyorum.,surpriz
2256,"O kadar çok güldüm ki, babam uykusundan kalkıp ""Sabahtan beri neye gülüyorsun bu kadar?"" dedi. Teşekkürler",mutlu
2257,Çin'de fabrikada patlama: 2 ölü,korku
2258,Aptal insanlarla ne olur ben muhattap olmayım ya birşeyi tekrarlamaktan nefret ediyorum,kızgın
2259,İki gündür Ankarada'yım ve efsane eğlendim,mutlu
2260,Tuttuğun senin olsun a canım aşk bırakmaktan geçer,mutlu
2261,az önce biri aradı korktum ne oldu anlayamadım,korku
2262,Şaşkınlık verici ama gerçek,surpriz
2263,Başınıza bir hal geldi diye çok endişelendim.,korku
2264,Korkunç be hareketlere bak ürktüm şahsen,korku
2265,Özel hayatıma burnunu sokan insanlara karşı fobim var,korku
2266,Yazarken ben de hayret ettim kendime,surpriz
2267,%32'nin dilekleri gerçek olur umarım bugün. Ben daha az bekliyordum açıkçası sürpriz oldu ,surpriz
2268,Doğum günümü erkenden kutladım çok mutluyum palamut ve karides alınmış pastadan bin kat daha iyi,mutlu
2269,Şu an ben şok Bütün bilgiler çöp Neyseki pişirerek kurtarmışsınız,surpriz
2270,Müzik dinlemek istiyorum ama kulaklığım bozuldu çok mutsuzum,üzgün
2271,epey komik şeyler oluyor sıkı tutunun,mutlu
2272,her gün başkalarının yerine utanmaktan utanmaz arlanmaz bir adam olup çıkacağım diye korkuyorum... ,korku
2273,Bu hafta dışarı çıkıp eğlenenlere karşı çok öfkeliyim. bu havada evde edebiyat çalışmak bitiriyor beni,kızgın
2274,kuş banyoya girmiş çıkmıyor giremiyorum ben de o yüzden ağlayacağım,üzgün
2275,Irkçıları bitirelim lütfen ben sinirleniyorum hemen,kızgın
2276,Eskisi gibi kalmayışınıza çok kızgınım,kızgın
2277,Uykumu almadığım zaman kendimi çok agresif hissediyorum.,kızgın
2278,Doktora ilaçlarımı söylerken bile yoruluyorum. İçmesi ayrı yutmadı ayrı oy tükendim,üzgün
2279,Dünya üzerinde nefes alan her şeye sinir oluyorum şu an hayvanlar hariç,kızgın
2280,"Buraya kadar her şey beklediğim gibiydi, fakat lafımı bitirmeye yakın, onun, ""ben de sana aşıktım ve hala aşığım"" demesiyle şoka uğradım... ",surpriz
2281,250km/h hızla sakaryama ve sevdiklerime gidiyorum çok mutluyum,mutlu
2282,"Bir çocuğumuzu daha Berk'imizi yitirdik... Çok üzgünüm, üzgünüz... Başımız sağolsun... ",üzgün
2283,Bilgisayarım açılmıyordu kafamı klavye kısmına koyup çaresizce beklerken birden açıldı ödüm koptu lan,korku
2284,Kızım sen kızsın şu erkeksi tavırlar sergilemeyi bırak çok komik duruyorsun camdan bakılınca,mutlu
2285,Öyle laf olsun diye değil ama. Cidden şişmanım ve mutsuzum. Keşke ölsem.,üzgün
2286,8 dakikada kontenjan nasıl doldurulabilir kafayı yiyeceğim bak,kızgın
2287,Her spiker Hata yapabilir ancak 2 defa olmasına şaşırdım,surpriz
2288,Şu instastory izleyenler neye göre sıralanıyor ya yemin ederim çıldıracağım,kızgın
2289,Yht business bilet alarak kendime ufak bi sürpriz yaptım ,surpriz
2290,Cuma gecesi böyle eğlendim. ,mutlu
2291,Şu PayPal’ı da ülkemizden kaldırdılar ya!!!!! O kadar öfkeliyim ki bu konuda!!! Geri getirin şunu yeter,kızgın
2292,Benle konuşurken anında görüldü olmazsa sinirleniyorum,kızgın
2293,Bugün arkadaşlarım benden habersiz buluşmuşlar ya sizi ben tanıştırdım ne buluşması çok mutsuzum,üzgün
2294,Abi koca gursuda kiralık daire yok kafayı yiyeceğim ya,kızgın
2295,Jahovic’in Konya’ya gitmesine evladım evi terk etmişcesine üzüldüm,üzgün
2296,Gördükçe sinirlerim zıplıyor saçma sapan insanları ünlü etmeye bayılıyorsunuz,kızgın
2297,Eve gidiyorum mutluyum,mutlu
2298,"Bir insanın, sizin yokluğunuzda daha mutlu olacağını bilmek kadar mutsuz edici bir durum yok. ",üzgün
2299,Hiç ummadığım insanlar tam 12 de mesaj attı hala şoktayım ,surpriz
2300,Korku filmi izleyemiyorum! Gerçekten çok korkuyorum..,korku
2301,Birşeyi zamana bırakıp beklemek yerine komple bırakıp gitmeyi tercih ettiğimden beri daha mutluyum.,mutlu
2302,Eskisi gibi kalmayışınıza çok kırgınım.,üzgün
2303,"Üzgünüm Siri, galiba güzel günler sona erecek ",üzgün
2304,"keyfe ekmek banmak istiyorum, dibini sıyırmak istiyorum artık :) ",mutlu
2305,Bu kadar twite nasıl tt olmamış insan gerçekten hayret ediyor,surpriz
2306,Alışveriş yapıcam zaman yokki yapim ne sinir bozucu ya,kızgın
2307,Yine siyaset ve siyasetçilerden nefret ettiğimi fark ettim,kızgın
2308,Bazen naber nasılsın sorusuna sanane aq diyecek kadar agresif hissediyorum,kızgın
2309,beni seninle muhattap eden hayatın vizyonsuzluğuna da baya bir kızgınım.,kızgın
2310,inşallah gözlerim bozulmuştur yanlış görmüşümdür resmen ürktüm,korku
2311,Amca yanımda son nefesini veriyor sandım.. Ödüm koptu..,korku
2312,Bu kadın artık hüzün ve bırakılmışlığı kabullenir. ,üzgün
2313,"Bir kitaba 25 tl verdiğim için gerizekalı diyen kişilerin, bir ruja 60 tl vermesi kaçıncı level",kızgın
2314,O kadar moralim bozuk ki şu an internet niye bu kadar kötü diye ağlıyorum,üzgün
2315,"Bu durumda ben sana aşıkmışım, benim için de sürpriz oldu, yeni öğrendim :))",surpriz
2316,Tatil bittiği için ilk hafta gitmemeyi düşünmeme rağmen hüzünlüyüm ,üzgün
2317,"Bazı tarihlere çok kızgınım, takvim yapraklarıyla anlaşamıyorum",kızgın
2318,Kinci değilim ama Düşene vuranlara karşı düşürüp vurmak istiyorum,kızgın
2319,Yarın hayatımın en korkutucu sınavına hiç çalışmamış olarak girmenin haklı gururunu yaşıyorum... Totem yaptım... ,korku
2320,Fakat üst sınıflarından görmeye alışık olduğumuz dev ekranı A serisinde görmek sürpriz oldu.,surpriz
2321,Sabunlanan fare çok ürkütücü değil mi?,korku
2322,Hüzünlendim bugün baya hayatımı sorguladım sonuç bok,üzgün
2323,Müslüman olan bir anda patlayacak diye çok korktum.,korku
2324,"Özledim... Söyleyeceklerim bu kadar, kısa ve derin.",üzgün
2325,10 gündür çiğköfte yemiyorum delireceğim yakında,kızgın
2326,Kardeşim kaçan uykumu geri verir misin korktum,korku
2327,Demek sinir bozucu bir şekilde etrafımda dans edersin ha... .,kızgın
2328,"Gece korku filmi izlediğim için uykum kaçtı, sanki perdenin arkasında biri vardı çok korktum yani ödüm koptu",korku
2329,Vay arkadaş ya. Gözlerime inanamadım. Şunlarla aynı ülkede yaşamaktan utanıyorum,surpriz
2330,Yanlışlıkla defterini almışım ya içini açınca şoka uğradım birde mail attım içi boş kitap gönderiyorsunuz diye,surpriz
2331,Vay 26'da bitti. Seneler çok hızlı geçer derlerdi de inanmazdım..,surpriz
2332,18imizi doldurmadık diye insan yerine konmuyoruz çok sinirlendim,kızgın
2333,Bu direktiflerden ben kadın olarak irkildim vah ki erkeklere,korku
2334,İdlip’te patlama En az 23 ölü,korku
2335,Çok güzel küfürler biliyorum ama kadına yakışmıyor diyorlar.,kızgın
2336,Hava kapalı yarın okul var ve ben aşırı sinirliyim,kızgın
2337,Zeki insanlar daha çabuk sinirlenir diye okudum bir yerde ve ne oldu bilmiyorum bir anda küplere bindim.,kızgın
2338,Çift liberolar öpsün seni defol artık vizyonsuz şebelek yeter artık ya,kızgın
2339,Kelimelerle anlatılamayan şeylere çok kırgınım.,üzgün
2340,Yarın aşkların en güzeli kollarıma geliyor ya dünyadaki tüm dertlerin ,mutlu
2341,Hiç hissetmediğim kadar özgür hiç olmadığım kadar mutsuz hiç düşünemeyeceğim kadar umutsuzum,üzgün
2342,Böyle bir samimiyetsizlik hissettiğimde o kadar sinirleniyorum ki.,kızgın
2343,Gazprom endişeli: ABD'nin yaptırımları ‘Türk Akımı' için risk,korku
2344,İstanbuldaki kuzenime hani sürpriz yapıp gelecektin diyorum gelmeyerek sürpriz yaptım diyo bu reva mı ?,surpriz
2345,Dert ortağım ayıcığımı kaybettim hüzünlüyüm,üzgün
2346,Köksal Baba geçen ölmemiş miydi? Şimdi yine TT'de görünce hayalet görmüş gibi ürktüm ya la..,korku
2347,Üzgünüm ama ben mutsuz olduğumda sadece Sezen Aksu dinlerim.,üzgün
2348,ihanet yolundan geçenleri yolun sonunda sadece kırık bir kalp ve gözyaşı beklemektedir... ,üzgün
2349,Buradaki korkunç durum şu ki azılı bir kafir dahi mizanda bu sapkın dinin islam olmadığına şehadet edecek Ne rezil bir durum düşünsenize,korku
2350,O kadar çok kabus gördüm ki bilinçaltım pert galiba,korku
2351,Ben kendimle savaşırken senin kazanman bana da biraz sürpriz oldu.,surpriz
2352,Çocuklara sürpriz yapıp küçük ama güzel hediyeler almalıyım ,surpriz
2353,Ünlülere mention attığım korkunç dönem. Üç kişiye attım ama korkunçtu yine de. ,korku
2354,"Doğum günün kutlu olsun, mutlu ol senelerce",mutlu
2355,Ya ben sizin bu ergenliklerinizden çok sıkıldım,üzgün
2356,"Kafayı yiyeceğim ya, bir kediyi neden öldürür bir insan",kızgın
2357,Her şeyin rahatsız ediyor beni nolur defolup git artık nereye gidiyorsan,kızgın
2358,Semtin havada uçan kuşu bile manyak gece gece ödüm koptu ya,korku
2359,Seni kendim de dahil herkese savunduğum için çok üzgünüm,üzgün
2360,Üzülüyorum sıkılıyorum kötüyüm,üzgün
2361,vallahi bende gözlerime inanamadım ?? ,surpriz
2362,O kadar yorgunum ki üzerimden sanki fil geçmiş gibi hissediyorum,üzgün
2363,Her arabamı yıkattığımda yağmur yağıyordu. Bu sefer de ben yağmura sürpriz yaptım. ,surpriz
2364,Kesinlikle bir şey anlamıyorum ama o gülüyor diye gülüyorum,mutlu
2365,Elektrikler yok delireceğim şarjım olmuş %10,kızgın
2366,Olan kırıkkale de bu kadar insan var mıydı ben şok denilen durumdayım ,surpriz
2367,Sabaha kadar küfür edeceğim okumak istemeyen takipten çıksın,kızgın
2368,Lan iki yıldan fazla oldu her gün konuştuk nasıl gidiyorsun lan delireceğim taktik verseydin giderken,kızgın
2369,Hayatta yaşayacaklarımı hiç tahmin edememişim sürpriz oldu,surpriz
2370,Keşke sabah erken kalkmak günah olsa,üzgün
2371,uykuya aşık bir insan olarak şu an uyanmam çok şaşırtıcı biz buna bangtan etkisi diyoruz,surpriz
2372,Babama dedim ki baba bir ay sonra ne kasım diyo oha ciddi olamazsın şu an,surpriz
2373,"Aaa neyin var diye sorup da sonrasında, aman boşver diyen insanda bir garip ",surpriz
2374,"Hayat zorlu bir mücadele ama hiçbirimiz böyle bir mücadele için hazır değildik , sürpriz oldu.",surpriz
2375,Hava gündüz sıcak gece soğuk ne giyeceğimi şaşırdım,surpriz
2376,Bu ödülü bize vermezler diyorum şaşırdım doğrusu ,surpriz
2377,Az önce 3kg turşuyu 7 liraya aldım hala şaşkınım,surpriz
2378,Tuncelideki kazada hayatını kaybedenlere çok üzüldüm Yakınlarına sabır ve başsağlığı dilerim ,üzgün
2379,Hindistan Müslümanları endişeli: Evlerimiz işaretleniyor ,korku
2380,bugün fazlasıyla dertlendim bunlarla daha ne kadar yaşayabilirim diye düşünüyorum,üzgün
2381,Laura kırmızı halıda sunucu ben çok sevindim çocuklar zaten tanıyor kız samimi geliyor ,mutlu
2382,"Yakın olduğun insanların bu kadar çabuk yabancılaşması, korkutucu şeydir.",korku
2383,Çok ağlıyorum. Sebepli sebepsiz. Çok ağlıyorum.,üzgün
2384,En son ne zaman bu kadar güldüm acaba ,mutlu
2385,Demek yayınlamadın hııııaağ çok sinirlendim hemen onu mahvedeceğim ,kızgın
2386,Victoria's Secret 2018'de Gigi yokmuş. Ben şok,surpriz
2387,"İşte gene bir çocuk gibi ağlıyorum,",üzgün
2388,"Sen bana bakma parçalı bulutluyum , sen mutluysan ben de mutluyum. ",mutlu
2389,14 gün sonra felan giresuna gidicem mutsuzum,üzgün
2390,Üzülüyorum kayıplarımı sayıp ,üzgün
2391,Oha nasıl da iyi tanımlamış beni şaştım kaldım... ,surpriz
2392,Hala şoktayım açıp açıp maçın özetini izliyorum gerçekten 4-1 ya. İnsan şaşıracak töbossuun,surpriz
2393,Ağız şapırdatmak kadar sinir bozucu birşey yoktur herhalde.,kızgın
2394,Bu gezegen saçma sapan insanlarla dolu,kızgın
2395,Hava bulutlu burda hayret ettik nasıl olur da bulutlu olur ??,surpriz
2396, ,kızgın
2397,Dün Ankara’daki patlama terör saldırısıydı. Saldırının faili bir YPGli bu sabah operasyonla ölü ele geçirildi.,korku
2398,Çok şaşırtıcı birşey oldu şemsiyemi aldım ve yağmur vardı ,surpriz
2399,Üzgünüm size çok destek olamıyorum hafta sonu malum misafirlik ,üzgün
2400,Olmayınca zorlamaktan tükendim artık. Biri de çıksın benim için zorlasın tüm olmazları.,üzgün
2401,Allah'ım ilginç bir şekilde çok mutluyum,mutlu
2402,Fenerin maçı kaybedeceği belliydi uzatmaya gitmesi sürpriz oldu,surpriz
2403,"Yemek yedikten sonra, kürdanı ağzına atıp saatlerce o kürdanla gezen tiplerden nefret ediyorum.",kızgın
2404,TBMM kürsüsünden sert sözler: Demirören ve ekibi Türk futbolundan defolup gitsin ,kızgın
2405,Şu saatte pat diye kalktım. Sonra da şoka uğradım..,surpriz
2406,Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.,üzgün
2407,Kendi kendime konuşurken başkası araya girince sinirleniyorum,kızgın
2408,Az önce kendi gölgemden irkildim kim daha korkak tartışmayalım istersen.,korku
2409,Son yılların en güzel günüydü Günümü güzelleştiren herkese bir o Haftaya efsane video ,mutlu
2410,Mutsuzum hemde çok bazen sanki kimse beni sevmiyormuş gibi geliyor,üzgün
2411,Büyüdüğümü her farkettiğimde zamanın da daha hızlı geçtiğini görüyorum. Bu gerçekten fazla ürkütücü.,korku
2412,Kendisini haber sitesi sanan sayfaların saçma sapan yazılarını ''doğru mu?'' diye sormaktan vazgeçin...,kızgın
2413,hemstırlar çok sevimliler çok seviyorum  ,mutlu
2414,"Ne gerizekalı bir topluluk bunlar ya, internetten Trabzonu geziyorlar",kızgın
2415,Son 3 sınava çalışmadan yüksek alacağım için harika hissediyorum,mutlu
2416,aşkım çok kötüyüm hemen beni istemeye gelebilir misiniz.,üzgün
2417,250 sayfalık kitapları ve 1 saat 47 dakikalık filmleri seviyorum,mutlu
2418,bir de tivit atmış ya emile zola en sevdiğim kadın yazardır diye delireceğim abi cahilsin bari çaktırma,kızgın
2419,Şu bölümü şurdan itibaren kesseydi kanal keşke vallahi sinir oluyorum daralıyorum,kızgın
2420,Tülin için kafasında bardak kıran Caner gibi öfkeliyim bugün.,kızgın
2421,Ya ben dondum kaldım oysa mağlubiyet sahnesine yumulmam lazımdı çoktan!,surpriz
2422,Fiziğin yeniden yeniden yeniden allah belasını versin ya yeter ya bıktım ,üzgün
2423,Okuduğum da dondum kaldım. Kurbanın adının açıkça yazılmasıda ayrı bir utanç durumu.,surpriz
2424,Yeni bölüm için çok heyecanlıyım başlasın artık,mutlu
2425,Aşırı sinirliyim dayak yemek isteyen anıta gelsin,kızgın
2426,Az kalsın annem dövmemi görüyordu ödüm koptu kolumu nasıl çektiğimi anlamadım amk,korku
2427,sevgili kemal abim ellerinize sağlık çok teşekkür ederiz ,mutlu
2428,Bugün yine on kişiden dokuzu seni sordu bana dondum kaldım ,surpriz
2429,Bu kadar pratik zekayla sanayi devrimini yapan nasıl biz olmamışız hayret valla,surpriz
2430,Sizinle aynı havayı almaktan... Gerçekten irkildim.,korku
2431,şu an acayip eğlendim sebebini söylemicem,mutlu
2432,Bence bu Ales etiketine yorum yazanlardan müthiş akademisyen olur. Çok güldüm :)),mutlu
2433,İnanılmaz şeyler olmuyor çok şaşırtıcı hayırdır inşallah,surpriz
2434,Artık keşfettimde milletin gözünü görmekten bıktım,üzgün
2435,"Yüzünü öyle özledim ki, Seninleyken gözlerimi kırptığım için bile pişmanım... ",üzgün
2436,Ne dengesiz herifler var dün A derken bugün Z diyor evladım sen mal mısın,kızgın
2437,Ya daha neler görücez çok komik ya,mutlu
2438,"Yağmurun altında yürürken listeden Sam Smith denk geldi, iliklerime kadar irkildim",korku
2439,Kötü olamıyorum Sadece kırgınım üzgünüm..,üzgün
2440,"Google mapste dolaşırken ""şşşt sınıııııf"" sesiyle irkildim",korku
2441,öğrenci kimliğimi kaybetmişim kafayı yiyeceğim bir ay uğraş şimdi,kızgın
2442,Bir saat önce sinirlerimi yumuşatmasi için ilaç içtim. Sinirlerim yumuşadi diye şu an aşırı agresifim...,kızgın
2443,"Birinize öfkeliyim, denk gelirsem çarparım söyleyeyim.",kızgın
2444,Sana her dokunduğumda yanmaktan yoruldum,üzgün
2445,"Ya iyi oldu bu, Cumartesi cumartesi daha kısa ve komik fıkra okuyamazdım, çok güldüm. ",mutlu
2446,"Ben ağzımı açarmayayım, 10 numara küfür edeceğim yoksa.",kızgın
2447,"Fener Rum Patrikhanesindeyim arkadan gelen hırıltıyla irkildim, amca uyuyor",korku
2448,"Yine bir sürü kabus gördüm, nasıl olucak bu, psikiyatra mı gitsem ne etsem acaba..",korku
2449,Ben mezun olamadan 99 lular üniversiteye başladı hala şoktayım ,surpriz
2450,Sınav haftası ilgiye ihtiyacım var moralim bozuk,üzgün
2451,bundan sonra kimseye ücretsiz arkadaşlık hizmeti vermiyorum çiçek gibi çocuğum yıprandım artık,üzgün
2452,Bu vahşet seninle birbirimizden nefret edelim diye Korku aklımızı öfke vicdanımızı körleştirsin diye Bunu ancak biz durdurabiliriz ,korku
2453,Keşke Sivas maçı bugün olsaydı şimdiden özledim Galatasaray'ımı,üzgün
2454,Ankara’da büyük patlama sesini duyan var mı? Çok ürktüm,korku
2455,Bana da çok sürpriz yapılsın. Aaa şok olayım. Hadi bekliyorum,surpriz
2456,"Keşke hep aybaşı olsa, ay sonu hiç gelmese..",üzgün
2457,Aşkım seni buğradan daha çok seviyorum bende seni öperim,mutlu
2458,Serdar bir dur amk ya.. bir sakatlanma ya.. hayret birşey,surpriz
2459,Yarın lise hayatımın son döneminin başlangıcı. Hüzünlüyüm.,üzgün
2460,Pazartesi gününe 6 gün kaldığına hala inanamıyorum.,surpriz
2461,Bu nasıl bi hadsizlik Tüm filmde resmen sinirden küplere bindim. İslamı da yerden yere vurdu ,kızgın
2462,Bugün saat 10 dan uyumak istiyorum o kadar yorgun ve mutsuzum ki anlatamam,üzgün
2463,Ben hala yatmadan önce ballı süt içiyorum sen bana çocukça davranma diyorsun mal mısın?,kızgın
2464,Bugün güzel bir gün ve ben harika hissediyorum... . :),mutlu
2465,"Buraya kadar her şey beklediğim gibiydi, fakat lafımı bitirmeye yakın, onun, ""ben de sana aşıktım ve hala aşığım"" demesiyle şoka uğradım... ",surpriz
2466,Toplumun her kesiminden insana öfkeliyim,kızgın
2467,Hoca bitir artık şu özeti bitir daha fazla bekleyemiyorum çıldıracağım,kızgın
2468,Ruhun ayartması korkunç bir şeydir.,korku
2469,Yetkililerden acil bir kezbansız hava sahası talep ediyorum bıktım help me please.,üzgün
2470,Ben bugün seni rüyam da ölü olarak gördüm çok korktum çocuk allah korusun,korku
2471,Hafız beni ağlatma zaten üzgünüm,üzgün
2472,Yanıldığımı sanmıştım üzüldüm bugün gördüm ve bir kez daha kimseye güvenmemek gerekiğini anladım,üzgün
2473,Sabaha kadar cs go atıp ruslara küfür edicem,kızgın
2474,"Spor hocama bugün sinirliyim dedim beni ona göre çalıştır, şu an sinirli oldum şeyi unuttum hocaya sinirliyim",kızgın
2475,Bugün herkes zayıflamışsın dedi mutluyum ya,mutlu
2476,düşünebildiğim tek şey onun olması çok komik bi durum değil mi?,mutlu
2477,Derimi yüzmüşlercesine acı çektim evet korktum.,korku
2478,"Umut Bulut Fenerbahçe’de okudum, ödüm koptu",korku
2479,Günaydın Evet uyanığım Vize var ve ben çok korkuyorum ,korku
2480,Vay bursa deplasmanı ve 7 numara satış koymuyor çok şaşkınım,surpriz
2481,ne olur dışarda tanımadığınız insanlarla senli benli konuşmayın kafayı yiyeceğim böyle ayılıklar görmek istemiyorum artık,kızgın
2482,kendime sinir oluyorum bu aralar hep en olmaması gereken gereken neyse ben gidiyorum onu yapıyorum aptalım çünkü,kızgın
2483,Annem maket kartonlarımı çöpe atacak diye çok korkuyorum,korku
2484,Yine engellemiş gerizekalı beyinsiz hacıobalı,kızgın
2485,Aaa şaka mı ? Bunlar harbi hamsi olmuş ,surpriz
2486,Yere çakılana kadar düşüşünü uçuş sanmak ne korkunç bir imtihan.,korku
2487,Evden değişik sesler geliyo biraz korkutucu,korku
2488,Bir şeye üzülüyorum ama neye bilmiyorum / hatırlamıyorum.,üzgün
2489,Bir sürü kabus gördüm bilinçaltımı kınıyorum,korku
2490,Çok fena sinirliyim çarşıya iniyorum ortalığı birbirine katacağım,kızgın
2491,Bensiz gülemez demişsin en çok da buna güldüm,mutlu
2492,Ciddi olamazsın saçlar gitti yani,surpriz
2493,Ben gözlerimi bir sana açmışken senin bakar gibi yapıp dünyayı seyretmene kırgınım.,üzgün
2494,"Manyas koca çayda tarla bakıyorum... umutlu, mutlu, keyifli hissediyorum.Özgürlüğümü kimsenin eline…",mutlu
2495,Aslında tatil için güzel bir ada Man adası :) ,mutlu
2496,"Erzurumlu olmayan birine sinirlenince “çor, zıkkım, davun, gatıran” diyorum bir şey anlamıyor bu çok sinir bozucu :(",kızgın
2497,aniden aklıma 13 sayısı geldi ve birden irkildim ,korku
2498,çok korkutucu birşey izledim uykum var ama uyuyamıyorum,korku
2499,Apolas Lermi'nin adının Abdurrahman olduğunu öğrendim ben şok!,surpriz
2500,"Yemin ederim bağlaç olan de'yi ayrı yazamayan herkes mutlu ya hayır insan nasıl olur da bunu bilmem der, kaç kez anlattık burda ??",surpriz
2501,Eyvallah cümlesini seviyorum gelenede gidenede yakışıyor ,mutlu
2502,Spotify seni bu dünyadaki çoğu şeyden daha çok seviyorum.,mutlu
2503,Gün içinde aldığım kötü ve iyi haberlerden yıprandım,üzgün
2504,"Kim olursa olsun, bir insanın yaşamakla ölmek arasındaki büyük köprüde çabalaması korkunç bir şeydi.",korku
2505,Millete 6 ay önce gelen arşiv özelliği bana yeni gelmiş ey İnstagram mal mısın,kızgın
2506,Tokamı buldum ama düzgün toplamıyor aşırı gevşemiş sinirden kudurdum,kızgın
2507,4 saattir uyumaya çalışıyorum ama tık yok imdat diye bağıracağım şimdi,kızgın
2508,Yeni kitaplar aldım inanılmaz mutluyum,mutlu
2509,Duygusal film izleyeyim dedim oturdum kendi hayatıma ağlıyorum,üzgün
2510,Dayımın görümcesi varmış. Ben şok.,surpriz
2511,"O kadar eğlendim ki, telefonun içinden alıp karşıma koymak istedim",mutlu
2512,Bu hafta sonunu Sinek yaylasının dağlarını gezerek geçirdik. Çok güzeldi. ,mutlu
2513,Arkadaşlarla yazın kaçmak için tek çarem kolumu kırıp rapor almak üzgünüm,üzgün
2514,"Kabus gibi bir grip halı, kitap bile okuyamıyorum.",korku
2515,Kararlarım bana da sürpriz oluyor.,surpriz
2516,okuldan erken çıktım yüzyılın olayları yaşanıyordur kesin şu an üzgünüm,üzgün
2517,4 saat uyudum. Hollywoodun filmleri kıskandıracak bir kabus gördüm. Biraz korktum yani.,korku
2518,Şu efsane uyumu saçma sapan şeylerle harcıyorsun ruh hastası senarist,kızgın
2519,Bazı insanlar espiri yapmasın gün boyunca yoruldum ya..,üzgün
2520,Nasıl domuz eti yersin sen ya sinirden küplere bindim uyuyamıyorum !,kızgın
2521,Garip bir şekilde canım çok yanıyor moralim bozuk,üzgün
2522,"Kaptana kızgınım, insan bizi de çağırır",kızgın
2523,2 senedir aradığım rujumu düşürdüm sanıyordum giymediğim ceketin cebinde buldum mutluyum :D,mutlu
2524,Çok güzel bir film bayılarak izledim tavsiye ederim,mutlu
2525,Banu parlak beyni olman bir embesildir sinirlendim gece gece,kızgın
2526,"Herkes gider birgün, kalırsın bir başına gecenin sessiz ve ürkütücü karanlığında",korku
2527,Oha ciddi olamazsın neden bu kadar geç,surpriz
2528,İnsan kendi mutluluğunu kendi yaratır aynı beeen çok mutluyum çünkü ,mutlu
2529,Bu cümle beynime kabus gibi çöktü uyuyamıyorum.. ,korku
2530,Yıllar sonra ilk defa aradım haklı olan bendim çok pişmanım aradığım için,üzgün
2531,Sürpriz yaptım diyorsun da ben bir şeylere şaşırmayı o Temmuz ayında bıraktım.,surpriz
2532,Annem beyaz pantolonla cebinde olan 50 lirayı yıkamış isyan ettim sinirliyim beyazlarla yıkanır mı diye,kızgın
2533,"Hayat zorlu bir mücadele ama hiçbirimiz böyle bir mücadele için hazır değildik , sürpriz oldu... .!!",surpriz
2534,hoca peltek bu kez derken buket anladım irkildim kadın adımı bile bilmiyor,korku
2535,"Euronun dört lira olmasına epey sevindim, ülkeye dönüp bozduracağım birikimimi",mutlu
2536,"Ayakkabıcı sıkıyorsa alma dedi, bende korktum aldım.",korku
2537,"Yanlız böyle bir performansı beklemiyordum şok oldum resmen, Hala inanmıyorum",surpriz
2538,Yahu şu 7 rakamındaki sır ne kafayı yiyeceğim niye 7 ya,kızgın
2539,"Lütfen hayatımda ki herşey ve herkes net olsun, belirsizlikten nefret ediyorum. Düşünmekten kafayı yiyeceğim",kızgın
2540,Nba %90 üst lakin geçen gün bana sürpriz yaptı hepsi alt bitti,surpriz
2541,Bana çok korkutucu geliyor. Daha alışamadım bu fikre. Alışmak istiyor muyum o da ayrı.,korku
2542,Biz kızlardan korkun bence çünkü ben bile bizden korktum,korku
2543,Çok korkuyorum bir gün sevmeyi unutacam diye.,korku
2544,Annem temizlik yapmak için benim buğragilden gelmemi beklemiş ağlıyorum...,üzgün
2545,hep sevmekten ziyade her gün farklı sebeplerden daha çok seviyorum.,mutlu
2546,Parmak uçlarıma kadar sinir doluyum. Kafayı yiyeceğim,kızgın
2547,"Korku filmi izleyeyim dedim daha fragmanında ödüm koptu, izleyemiyecem, dükkanda, gündüz vakti, gelen gidenin içinde bile resmen korkuyorum :(",korku
2548,Şimdi dizimin sezon finalini izleyeceğim mutsuzum,üzgün
2549,Bugün çok mutsuzum. Hava da rüzgarlı. Rüzgarlı havalarda ben hep mutsuz olurum zaten.,üzgün
2550,Sürpriz yapacağım dedim ve yaptım ,surpriz
